DISC;PAL;LINE;CAMPIONATO;NAZ;CULT;EVENTO;DATA ORA;STATO;FN1;FNX;FN2
1;350;11710;ITA3;0;0;LECCO - MANTOVA;24/09/2022 14.30;A;2,05;3,15;3,50
1;350;11675;ITA3;0;0;PERGOLETTESE - ARZIGNANO;24/09/2022 14.30;A;2,25;3,05;3,15
1;350;11720;ITA3;0;0;PIACENZA - ALBINOLEFFE;24/09/2022 14.30;A;2,45;2,95;2,90
1;350;11672;ITA3;0;0;PORDENONE - PADOVA;24/09/2022 14.30;A;2,25;3,05;3,15
1;350;11687;ITA3;0;0;PRO PATRIA - RENATE;24/09/2022 14.30;A;2,35;3,10;2,90
1;350;11674;ITA3;0;0;PRO SESTO - SANGIULIANO CITY NOVA FC;24/09/2022 14.30;A;2,30;3,10;3,00
1;350;11689;ITA3;0;0;RECANATESE - TORRES;24/09/2022 14.30;A;2,15;3,05;3,35
1;350;11714;ITA3;0;0;TRENTO - TRIESTINA;24/09/2022 14.30;A;2,60;2,90;2,75
1;350;11703;ITA3;0;0;VIRTUS VECOMP VERONA - FERALPISALO;24/09/2022 14.30;A;3,25;2,95;2,25
1;350;14772;ENG4;0;0;NORTHAMPTON - STOCKPORT COUNTY FC;24/09/2022 15.00;A;2,25;3,30;2,90
1;350;24844;FIN2;0;0;IF GNISTAN - PEPO LAPPEENRANTA;24/09/2022 15.00;A;1,90;3,75;3,35
1;350;24864;FIN3;0;0;FC JAZZ - KAAPO;24/09/2022 15.00;A;1,21;5,80;8,20
1;350;25230;FIN3;0;0;VJS - GRANKULLA;24/09/2022 15.00;A;1,99;4,20;2,65
1;350;24649;CCHSCO;0;0;INVERNESS - BRECHIN CITY;24/09/2022 15.00;A;1,30;4,70;7,40
1;350;24480;CCHSCO;0;0;MONTROSE - KILMARNOCK FC B;24/09/2022 15.00;A;2,05;3,50;2,85
1;350;4918;NATLEA;0;0;ARMENIA - UCRAINA;24/09/2022 15.00;A;7,00;3,85;1,45
1;350;24923;WAL1;0;0;BALA TOWN FC - CARDIFF METROPOLITA...;24/09/2022 15.30;A;2,10;3,45;2,85
1;350;25114;WAL1;0;0;CONNAH'S QUAY NOMADS FC - PONTYPRIDD UNITED;24/09/2022 15.30;A;1,55;3,65;4,90
1;350;25059;WAL1;0;0;HAVERFORDWEST COUNT... - FLINT TOWN UNITED FC;24/09/2022 15.30;A;2,10;3,35;2,90
1;350;14766;ENG3;0;0;BARNSLEY - CHARLTON;24/09/2022 16.00;A;2,25;3,15;3,05
1;350;14764;ENG3;0;0;BRISTOL ROVERS - ACCRINGTON STANLEY;24/09/2022 16.00;A;2,60;3,35;2,45
1;350;14695;ENG3;0;0;MORECAMBE - CAMBRIDGE;24/09/2022 16.00;A;2,70;3,20;2,45
1;350;14734;ENG3;0;0;PETERBOROUGH - PORT VALE;24/09/2022 16.00;A;1,90;3,50;3,65
1;350;14763;ENG3;0;0;SHEFFIELD WEDNESDAY - WYCOMBE WANDERERS;24/09/2022 16.00;A;1,60;3,70;5,15
1;350;14751;ENG3;0;0;SHREWSBURY - BURTON ALBION;24/09/2022 16.00;A;1,95;3,40;3,50
1;350;14705;ENG4;0;0;BARROW - LEYTON ORIENT;24/09/2022 16.00;A;2,60;3,05;2,65
1;350;14758;ENG4;0;0;BRADFORD - WIMBLEDON;24/09/2022 16.00;A;1,70;3,60;4,45
1;350;14712;ENG4;0;0;COLCHESTER UNITED - ROCHDALE;24/09/2022 16.00;A;2,20;3,25;3,05
1;350;14762;ENG4;0;0;CREWE - MANSFIELD TOWN;24/09/2022 16.00;A;2,90;3,40;2,20
1;350;14723;ENG4;0;0;DONCASTER - CRAWLEY;24/09/2022 16.00;A;2,05;3,40;3,25
1;350;14694;ENG4;0;0;GRIMSBY - SWINDON;24/09/2022 16.00;A;2,20;3,20;3,10
1;350;14693;ENG4;0;0;HARTLEPOOL UNITED FC - GILLINGHAM;24/09/2022 16.00;A;2,60;3,00;2,70
1;350;14740;ENG4;0;0;NEWPORT COUNTY - CARLISLE UNITED;24/09/2022 16.00;A;2,15;3,30;3,10
1;350;14704;ENG4;0;0;STEVENAGE - HARROGATE TOWN;24/09/2022 16.00;A;1,60;;3,70
1;350;14713;ENG4;0;0;SUTTON UNITED - SALFORD CITY;24/09/2022 16.00;A;2,45;;3,30
1;350;14722;ENG4;0;0;WALSALL - TRANMERE ROVERS;24/09/2022 16.00;A;2,05;;3,15
1;350;24912;URU1;0;0;LIVERPOOL MONTEVIDEO - MONTEVIDEO WANDERERS;24/09/2022 16.00;A;1,70;;3,35
1;350;25215;BRA2;0;0;ITUANO FC SP - BRUSQUE FC SC;24/09/2022 16.00;A;1,88;;3,00
1;350;24828;CRO2;0;0;CIBALIA - NK JARUN ZAGREB;24/09/2022 16.00;A;1,97;;3,20
1;350;25252;CRO2;0;0;DUGOPOLJE - NK DUBRAVA ZAGREB;24/09/2022 16.00;A;2,05;;3,10
1;350;18977;CRO2;0;0;HRVATSKI DRAGOVOLJAC - RUDES;24/09/2022 16.00;A;3,55;;3,20
1;350;25119;CRO2;0;0;NK BSK BIJELO BRDO - SOLIN;24/09/2022 16.00;A;2,55;;2,95
1;350;24445;AMINT;0;0;KIRGHIZISTAN - RUSSIA;24/09/2022 16.00;A;11,00;;6,20
1;350;25170;ENG5;0;0;ALTRINCHAM - ALDERSHOT TOWN FC;24/09/2022 16.00;A;1,88;;3,35
1;350;24802;ENG5;0;0;BROMLEY - OLDHAM;24/09/2022 16.00;A;1,75;;3,50
1;350;25178;ENG5;0;0;DAGENHAM E REDBRIDGE - BARNET FC;24/09/2022 16.00;A;1,75;;3,65
1;350;25052;ENG5;0;0;EASTLEIGH - FC HALIFAX TOWN;24/09/2022 16.00;A;2,05;;3,20
1;350;24819;ENG5;0;0;MAIDENHEAD UNITED FC - GATESHEAD;24/09/2022 16.00;A;2,55;;3,20
1;350;24871;ENG5;0;0;MAIDSTONE UNITED FC - CHESTERFIELD FC;24/09/2022 16.00;A;3,55;;3,55
1;350;24945;ENG5;0;0;SCUNTHORPE - DORKING WANDERERS;24/09/2022 16.00;A;2,35;;3,40
1;350;25168;ENG5;0;0;WEALDSTONE - SOUTHEND;24/09/2022 16.00;A;2,60;;3,15
1;350;24840;ENG5;0;0;WOKING - SOLIHULL MOORS;24/09/2022 16.00;A;2,65;;3,30
1;350;25111;ENG5;0;0;WREXHAM - TORQUAY UNITED;24/09/2022 16.00;A;1,23;;5,20
1;350;25243;ENG5;0;0;YEOVIL - BOREHAM WOOD FC;24/09/2022 16.00;A;3,10;;3,10
1;350;24920;ENG5;0;0;YORK CITY FC - NOTTS COUNTY;24/09/2022 16.00;A;3,70;;3,35
1;350;42794;SCO4;0;0;FORFAR ATHLETIC FC - STIRLING ALBION FC;24/09/2022 16.00;A;2,20;;3,10
1;350;24972;SWE3;0;0;BK FORWARD - TABY FK;24/09/2022 16.00;A;2,30;;3,45
1;350;25030;SWE3;0;0;SANDVIKENS IF - HANINGE;24/09/2022 16.00;A;1,27;;5,20
1;350;24971;FIN3;0;0;FC HONKA - TAMPERE UNITED;24/09/2022 16.00;A;1,42;;4,60
1;350;24737;CCHSCO;0;0;ARBROATH FC - EAST FIFE;24/09/2022 16.00;A;1,35;;4,90
1;350;24494;CCHSCO;0;0;BUCKIE THISTLE - LINFIELD FC;24/09/2022 16.00;A;5,00;;4,00
1;350;24417;CCHSCO;0;0;CLYDE - CAERNARFON TOWN FC;24/09/2022 16.00;A;2,40;;3,60
1;350;24587;CCHSCO;0;0;COVE RANGERS FC - RAITH ROVERS;24/09/2022 16.00;A;2,10;;3,80
1;350;24586;CCHSCO;0;0;PETERHEAD FC - ELGIN CITY FC;24/09/2022 16.00;A;1,68;;3,60
1;350;25146;ENG6;0;0;AFC TELFORD UNITED - BOSTON UNITED FC;24/09/2022 16.00;A;2,35;;3,10
1;350;24813;ENG6;0;0;ALFRETON TOWN - BRACKLEY TOWN FC;24/09/2022 16.00;A;2,70;;3,15
1;350;24878;ENG6;0;0;BANBURY UNITED - SCARBOROUGH ATHLETIC;24/09/2022 16.00;A;1,97;;3,35
1;350;25227;ENG6;0;0;BRAINTREE TOWN FC - SLOUGH TOWN;24/09/2022 16.00;A;1,98;;3,35
1;350;24931;ENG6;0;0;BUXTON - CHESTER;24/09/2022 16.00;A;2,30;;3,20
1;350;24990;ENG6;0;0;CHESHUNT - TONBRIDGE ANGELS;24/09/2022 16.00;A;2,95;;3,35
1;350;25185;ENG6;0;0;CHIPPENHAM TOWN FC - DULWICH HAMLET;24/09/2022 16.00;A;1,97;;3,35
1;350;24842;ENG6;0;0;CHORLEY - GLOUCESTER CITY;24/09/2022 16.00;A;1,78;;3,30
1;350;24921;ENG6;0;0;CONCORD RANGERS - EASTBOURNE BOROUGH;24/09/2022 16.00;A;2,70;;3,10
1;350;25176;ENG6;0;0;CURZON ASHTON - KINGS LYNN;24/09/2022 16.00;A;3,65;;3,50
1;350;25239;ENG6;0;0;DARLINGTON - PETERBOROUGH SPORTS FC;24/09/2022 16.00;A;1,93;;3,40
1;350;24788;ENG6;0;0;DARTFORD - HAMPTON E RICHMOND;24/09/2022 16.00;A;1,98;;3,25
1;350;24967;ENG6;0;0;FARNBOROUGH FC - ST ALBANS;24/09/2022 16.00;A;2,65;;3,10
1;350;25019;ENG6;0;0;FARSLEY CELTIC - SPENNYMOOR TOWN FC;24/09/2022 16.00;A;3,90;;3,30
1;350;24904;ENG6;0;0;FYLDE - BRADFORD PARK AVENUE AFC;24/09/2022 16.00;A;1,42;;3,80
1;350;24997;ENG6;0;0;HEMEL HEMPSTEAD TOWN - WORTHING;24/09/2022 16.00;A;2,90;;3,15
1;350;25144;ENG6;0;0;HEREFORD - BLYTH SPARTANS AFC;24/09/2022 16.00;A;1,70;3,50;4,10
1;350;25188;ENG6;0;0;HUNGERFORD TOWN FC - EBBSFLEET UNITED FC;24/09/2022 16.00;A;3,90;3,65;1,70
1;350;24787;ENG6;0;0;KETTERING TOWN - KIDDERMINSTER HARRIERS FC;24/09/2022 16.00;A;3,25;3,15;2,00
1;350;25020;ENG6;0;0;OXFORD CITY - BATH CITY FC;24/09/2022 16.00;A;2,65;3,25;2,30
1;350;25007;ENG6;0;0;SOUTHPORT - LEAMINGTON;24/09/2022 16.00;A;2,20;3,10;2,95
1;350;24789;ENG6;0;0;TAUNTON TOWN - CHELMSFORD CITY;24/09/2022 16.00;A;2,70;3,05;2,35
1;350;25212;ENG6;0;0;WELLING UNITED - HAVANT E WATERLOOVILLE;24/09/2022 16.00;A;3,15;3,40;1,97
1;350;24815;ENG6;0;0;WEYMOUTH - DOVER ATHLETIC FC;24/09/2022 16.00;A;2,60;3,20;2,35
1;350;14814;SPA2;0;0;MIRANDES - REAL SARAGOZZA;24/09/2022 16.15;A;2,90;3,10;2,40
1;350;11670;ITA3;0;0;PRO VERCELLI - NOVARA;24/09/2022 16.30;A;2,35;3,05;2,95
1;350;24974;IRL1;0;0;FINN HARPS - BOHEMIAN DUBLINO;24/09/2022 17.00;A;3,65;3,40;1,92
1;350;14821;IRL2;0;0;LONGFORD TOWN - TREATY UNITED;24/09/2022 17.00;A;1,67;3,55;4,20
1;350;25096;FIN3;0;0;ROPS ROVANIEMI - VAAJAKOSKI;24/09/2022 17.00;A;1,32;4,90;6,20
1;350;24855;FIN3;0;0;VIFK - JJK JYVASKYLA;24/09/2022 17.00;A;4,10;3,95;1,62
1;350;11704;ITA3;0;0;GUBBIO - VIRTUS ENTELLA;24/09/2022 17.30;A;2,40;2,90;3,05
1;350;11698;ITA3;0;0;IMOLESE - FIORENZUOLA;24/09/2022 17.30;A;2,30;3,00;3,10
1;350;11719;ITA3;0;0;LUCCHESE - RIMINI;24/09/2022 17.30;A;2,25;3,05;3,15
1;350;11673;ITA3;0;0;MONTEVARCHI - FERMANA;24/09/2022 17.30;A;2,35;2,95;3,05
1;350;11722;ITA3;0;0;OLBIA - SIENA;24/09/2022 17.30;A;3,05;3,05;2,30
1;350;11679;ITA3;0;0;REGGIANA - SAN DONATO;24/09/2022 17.30;A;1,43;4,00;7,00
1;350;32114;ARG1;0;0;DEFENSA Y JUSTICIA - PATRONATO;24/09/2022 18.00;A;2,15;3,20;3,30
1;350;32206;ARG1;0;0;SARMIENTO - ARSENAL SARANDI;24/09/2022 18.00;A;2,35;3,00;3,10
1;350;4927;NATLEA;0;0;IRLANDA DEL NORD - KOSOVO;24/09/2022 18.00;A;2,20;3,10;3,40
1;350;4938;NATLEA;0;0;SLOVENIA - NORVEGIA;24/09/2022 18.00;A;3,90;3,40;1,92
1;350;14789;SPA2;0;0;MALAGA - VILLARREAL B;24/09/2022 18.30;A;2,15;3,30;3,20
1;350;14833;SPA2;0;0;PONFERRADINA - TENERIFE;24/09/2022 18.30;A;2,75;3,00;2,60
1;350;32184;ARG1;0;0;LANUS - SAN LORENZO;24/09/2022 20.30;A;2,40;3,10;2,90
1;350;24791;ARG2;0;0;AGROPECUARIO ARGENTINO - CSD FLANDRIA;24/09/2022 20.30;A;2,30;2,80;3,10
1;350;24906;ARG2;0;0;ESTUDIANTES BA - SAN TELMO;24/09/2022 20.30;A;1,63;3,40;4,90
1;350;11684;ITA3;0;0;CATANZARO - ACR MESSINA;24/09/2022 20.30;A;1,37;4,20;8,15
1;350;11682;ITA3;0;0;FOGGIA - PESCARA;24/09/2022 20.30;A;2,50;3,05;2,75
1;350;11717;ITA3;0;0;GELBISON - TARANTO;24/09/2022 20.30;A;2,20;3,15;3,15
1;350;11664;ITA3;0;0;GIUGLIANO - TURRIS;24/09/2022 20.30;A;2,90;3,05;2,40
1;350;11708;ITA3;0;0;JUVE STABIA - VITERBESE;24/09/2022 20.30;A;1,72;3,40;4,65
1;350;11686;ITA3;0;0;LATINA - AVELLINO;24/09/2022 20.30;A;2,90;3,10;2,35
1;350;11700;ITA3;0;0;MONOPOLI - AUDACE CERIGNOLA;24/09/2022 20.30;A;2,15;3,15;3,25
1;350;11666;ITA3;0;0;POTENZA - CROTONE;24/09/2022 20.30;A;3,80;3,05;2,00
1;350;4921;NATLEA;0;0;CIPRO - GRECIA;24/09/2022 20.45;A;5,90;3,60;1,60
1;350;4928;NATLEA;0;0;ISRAELE - ALBANIA;24/09/2022 20.45;A;2,30;3,05;3,15
1;350;4933;NATLEA;0;0;REPUBBLICA CECA - PORTOGALLO;24/09/2022 20.45;A;5,00;3,35;1,75
1;350;14776;NATLEA;0;0;SCOZIA - IRLANDA;24/09/2022 20.45;A;2,15;3,10;3,55
1;350;4935;NATLEA;0;0;SERBIA - SVEZIA;24/09/2022 20.45;A;1,87;3,45;4,10
1;350;4939;NATLEA;0;0;SPAGNA - SVIZZERA;24/09/2022 20.45;A;1,42;4,25;7,50
1;350;25156;URU1;0;0;DANUBIO - RIVER PLATE (URU);24/09/2022 21.00;A;2,30;2,95;3,00
1;350;25021;ARG2;0;0;CHACARITA JUNIORS - DEPORTIVO RIESTRA;24/09/2022 21.00;A;2,25;3,20;2,80
1;350;25025;ARG2;0;0;SAN MARTIN TUCUMAN - ALMIRANTE BROWN;24/09/2022 21.00;A;1,45;3,50;7,60
1;350;25032;PER1;0;0;CD UNIVERSIDAD CESAR VALLEJO - FBC MELGAR;24/09/2022 22.30;A;2,95;3,20;2,15
1;350;32193;ARG1;0;0;RIVER PLATE - TALLERES DE CORDOBA;24/09/2022 23.00;A;1,65;3,75;4,75
1;350;14832;PAR1;0;0;12 DE OCTUBRE - SOL DE AMERICA;24/09/2022 23.00;A;2,75;3,00;2,40
1;350;24851;BRA2;0;0;BAHIA - OPERARIO PR;24/09/2022 23.15;A;1,45;4,00;6,80
1;350;24970;URU1;0;0;PENAROL DE MONTEVID... - MONTEVIDEO CITY TOR...;25/09/2022 00.00;A;1,57;3,70;5,00
1;350;32215;ARG1;0;0;INDEPENDIENTE - NEWELL S OLD BOYS;25/09/2022 01.30;A;1,92;3,20;4,00
1;350;32135;ECU1;0;0;UNIVERSIDAD CATOLICA - NUEVE DE OCTUBRE;25/09/2022 02.00;A;1,45;4,00;5,60
1;350;1821;USA1;0;0;SAN JOSE EARTHQUAKES - LA GALAXY;25/09/2022 04.00;A;2,60;4,20;2,20
1;350;32243;JPN2;0;0;FAGIANO OKAYAMA - VEGALTA SENDAI;25/09/2022 06.00;A;2,30;3,20;2,85
1;350;31971;JPN3;0;0;IWAKI FC - GIFU;25/09/2022 06.00;A;1,43;3,95;6,00
1;350;32115;KOR2;0;0;DAEJEON CITIZEN - GYEONGNAM;25/09/2022 06.30;A;1,98;3,40;3,15
1;350;32342;JPN2;0;0;ALBIREX NIIGATA SINGAPORE FC - OMIYA ARDIJA;25/09/2022 07.00;A;1,55;3,90;5,40
1;350;32335;JPN2;0;0;BLAUBLITZ AKITA - MACHIDA ZELVIA;25/09/2022 07.00;A;3,65;2,85;2,15
1;350;32341;JPN2;0;0;GRULLA MORIOKA - ZWIEGEN KANAZAWA;25/09/2022 07.00;A;2,50;3,25;2,60
1;350;32057;JPN2;0;0;JEF UTD CHIBA - ROASSO KUMAMOTO;25/09/2022 07.00;A;2,80;2,90;2,60
1;350;31903;JPN3;0;0;KAMATAMARE SANUKI - KATALLER TOYAMA;25/09/2022 07.00;A;3,25;3,25;1,97
1;350;31988;JPN3;0;0;SAGAMIHARA - VANRAURE HACHINOHE FC;25/09/2022 07.00;A;2,35;3,25;2,60
1;350;31976;JPN3;0;0;TEGEVAJARO MIYAZAKI - IMABARI;25/09/2022 07.00;A;2,60;3,25;2,35
1;350;31901;JPN3;0;0;FUKUSHIMA UNITED - GIRAVANZ KITAKYUSHU;25/09/2022 08.00;A;2,05;3,20;3,15
1;350;31973;JPN3;0;0;MATSUMOTO YAMAGA - YOKOHAMA;25/09/2022 08.00;A;1,42;4,10;5,80
1;350;32181;KOR2;0;0;SEOUL E-LAND - ANYANG;25/09/2022 09.00;A;2,55;3,05;2,50
1;350;32238;JPN2;0;0;TOKUSHIMA VORTIS - MITO HOLLYHOCK;25/09/2022 10.00;A;2,20;2,95;3,30
1;350;32138;JPN2;0;0;TOCHIGI - RYUKYU;25/09/2022 11.00;A;2,00;2,95;3,95
1;350;31755;JPN3;0;0;NAGANO PARCEIRO - AZUL CLARO NUMAZU;25/09/2022 11.00;A;1,60;3,60;4,70
1;350;32236;CHN1;0;0;SHANGHAI PORT FC - GUANGZHOU RF;25/09/2022 11.30;A;1,18;5,80;13,50
1;350;32345;SWE3;0;0;PITEAA IF - OREBRO SYRIANSKA IF;25/09/2022 13.00;A;2,35;3,35;2,55
1;350;32187;SWE3;0;0;SOLLENTUNA FK - VASALUNDS IF;25/09/2022 13.00;A;2,60;3,40;2,25
1;350;32007;SWE3;0;0;TEAM TG FF - MOTALA AIF FK;25/09/2022 13.00;A;5,20;4,70;1,40
1;350;32051;DAN3;0;0;AB GLADSAXE - B93 COPENHAGEN;25/09/2022 13.00;A;3,40;3,80;1,78
1;350;32292;FIN3;0;0;NARPES KRAFT - KAJAANIN HAKA;25/09/2022 13.00;A;1,62;4,30;3,70
1;350;32275;FIN3;0;0;OTP FC - KOMEETAT;25/09/2022 13.00;A;1,43;4,50;5,00
1;350;16414;ENG3;0;0;PLYMOUTH - IPSWICH TOWN;25/09/2022 13.30;A;3,10;3,30;2,15
1;350;16460;SPA2;0;0;CF BURGOS - LEVANTE;25/09/2022 14.00;A;3,30;3,00;2,25
1;350;32306;CHN1;0;0;CHENGDU RONGCHENG - HENAN;25/09/2022 14.00;A;2,50;3,25;2,60
1;350;31781;CCHSCO;0;0;CLIFTONVILLE FC - QUEENS PARK FC;25/09/2022 14.45;A;2,25;3,55;2,55
1;350;32103;SWE3;0;0;FC STOCCOLMA INTERNAZIONALE - UMEA FC;25/09/2022 15.00;A;2,10;3,55;2,75
1;350;32149;SWE3;0;0;GEFLE - IF KARLSTAD FOTBOL;25/09/2022 15.00;A;1,67;3,90;3,80
1;350;32054;FIN2;0;0;EKENAS - JAPS;25/09/2022 16.00;A;1,60;4,40;4,30
1;350;32212;FIN2;0;0;PK-35 HELSINKI - PARGAS;25/09/2022 16.00;A;1,45;4,40;5,80
1;350;16446;IRL2;0;0;BRAY WANDERERS - WATERFORD;25/09/2022 16.00;A;5,20;3,95;1,48
1;350;32299;URU1;0;0;ATLETICO RENTISTAS - PLAZA COLONIA;25/09/2022 16.00;A;2,50;2,90;2,70
1;350;24843;ARG2;0;0;TRISTAN SUAREZ - GIMNASIA JUJUY;25/09/2022 16.00;A;2,10;3,10;3,15
1;350;16465;SPA2;0;0;LUGO - REAL OVIEDO;25/09/2022 16.15;A;3,30;2,90;2,30
1;350;32272;CRO2;0;0;NK CROATIA ZMIJAVCI - ORIJENT 1919 RIJEKA;25/09/2022 16.30;A;2,05;3,15;3,15
1;350;32339;FIN3;0;0;HERCULES - OULUN;25/09/2022 17.00;A;2,00;3,75;2,85
1;350;16466;SPA2;0;0;ALBACETE - FC ANDORRA;25/09/2022 18.30;A;2,00;3,15;3,75
1;350;16461;SPA2;0;0;EIBAR - RACING SANTANDER;25/09/2022 18.30;A;1,58;3,55;6,00
1;350;24986;ARG2;0;0;CSD SACACHISPAS - DEPORTIVO MORON;25/09/2022 18.45;A;2,85;2,85;2,40
1;350;24885;ARG2;0;0;GUILLERMO BROWN - CA GUEMES;25/09/2022 20.00;A;2,15;2,80;3,40
1;350;32337;PER1;0;0;FC CARLOS STEIN - CARLOS MANNUCCI;25/09/2022 20.00;A;2,05;3,20;3,15
1;350;32116;ARG1;0;0;GIMNASIA LA PLATA - TIGRE;25/09/2022 20.30;A;2,50;3,10;2,80
1;350;32180;ARG1;0;0;ROSARIO CENTRAL - PLATENSE;25/09/2022 20.30;A;2,20;3,00;3,40
1;350;25061;ARG2;0;0;BROWN DE ADROGUE - BELGRANO;25/09/2022 20.40;A;4,70;3,30;1,70
1;350;16448;SPA2;0;0;LAS PALMAS - GRANADA;25/09/2022 21.00;A;2,30;3,00;3,20
1;350;32300;URU1;0;0;CERRITO CS - DEFENSOR SPORTING;25/09/2022 21.00;A;5,80;3,90;1,47
1;350;24947;ARG2;0;0;MITRE SANTIAGO DEL ... - DEPORTIVO MADRYN;25/09/2022 21.00;A;2,40;3,10;2,65
1;350;25088;ARG2;0;0;CD MAIPU - NUEVA CHICAGO;25/09/2022 22.00;A;1,78;3,15;4,40
1;350;24808;ARG2;0;0;INDEPENDIENTE RIVADAVIA - ALVARADO;25/09/2022 22.00;A;1,52;3,45;6,00
1;350;32085;ARG1;0;0;RACING CLUB - UNION DE SANTA FE;25/09/2022 23.00;A;1,82;3,40;4,30
1;350;24926;ARG2;0;0;DEFENSORES DE BELGRANO - VILLA DALMINE;25/09/2022 23.00;A;1,62;3,30;5,40
1;350;31999;BRA2;0;0;CRICIUMA - CHAPECOENSE;25/09/2022 23.30;A;2,00;2,85;4,10
1;350;17377;URU1;0;0;CLUB NACIONAL - CERRO LARGO;26/09/2022 00.00;A;1,27;4,80;9,20
1;350;25248;ARG2;0;0;ATLETICO RAFAELA - ALL BOYS;26/09/2022 00.30;A;4,80;3,25;1,70
1;350;24295;PAR1;0;0;CERRO PORTENO - TACUARY ASUNCION;26/09/2022 00.30;A;1,50;3,75;5,60
1;350;12530;BRA1;0;0;SAN PAOLO - AVAI;26/09/2022 01.00;A;1,40;4,35;7,25
1;350;32366;ARG1;0;0;ATLETICO TUCUMAN - ESTUDIANTES;26/09/2022 01.30;A;2,20;2,80;3,70
1;350;32293;ARG1;0;0;VELEZ SARSFIELD - BARRACAS CENTRAL;26/09/2022 01.30;A;1,70;3,50;4,75
1;350;24925;ARG2;0;0;INSTITUTO - TEMPERLEY;26/09/2022 01.30;A;1,43;3,65;7,60
1;350;18166;KOR2;0;0;JEONNAM DRAGONS - BUSAN I PARK;26/09/2022 12.00;A;1,90;3,25;3,50
1;350;18146;KOR2;0;0;GWANGJU FC - ANSAN GREENERS;26/09/2022 12.30;A;1,37;4,30;6,20
1;350;2968;FRA3;0;0;CHATEAUROUX - DUNKERQUE;26/09/2022 18.30;A;2,20;3,05;3,20
1;350;16485;SPA2;0;0;CARTAGENA - ALAVES;26/09/2022 21.00;A;2,60;3,10;2,65
1;350;18154;URU1;0;0;ALBION FC - ATLETICO FENIX MONTEVIDEO;26/09/2022 21.00;A;2,95;2,95;2,30
1;350;32052;ARG1;0;0;ALDOSIVI - CENTRAL CORDOBA;27/09/2022 00.00;A;2,75;3,15;2,50
1;350;18162;BRA2;0;0;ALAGOANO AL - TOMBENSE FC MG;27/09/2022 01.00;A;1,77;3,10;5,00
1;350;25095;ARG2;0;0;SANTAMARINA TANDIL - GIMNASIA Y ESGRIMA ...;27/09/2022 01.30;A;5,00;3,50;1,62
1;350;24886;ARG2;0;0;FERRO CARRIL OESTE - ESTUDIANTES RIO CUARTO;27/09/2022 02.10;A;2,45;2,85;2,85
1;350;32213;ARG1;0;0;COLON - ARGENTINOS JUNIORS;27/09/2022 02.30;A;2,60;3,15;2,65
1;350;25125;ARG2;0;0;ATLANTA - CA CHACO FOR EVER;27/09/2022 22.00;A;2,60;2,85;2,65
